측정일시,측정소명,이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥)
2018-12-22,관악구,0.063,0.009,0.9,0.007,95,70
2018-02-26,종로,0.063,0.008,0.9,0.006,59,33
2018-10-25,영등포로,0.063,0.007,0.9,0.004,42,22
2018-02-28,강남대로,0.063,0.006,0.9,0.006,70,36
2018-12-15,관악구,0.063,0.005,0.9,0.005,59,43
2018-12-16,관악구,0.063,0.004,0.9,0.004,58,46
2018-12-01,정릉로,0.063,0.004,0.9,0.006,56,31
2018-12-15,정릉로,0.063,0.002,0.9,0.005,64,48
2018-03-12,한강대로,0.063,0.017,0.8,0.006,109,52
2018-04-09,강남대로,0.063,0.009,0.8,0.005,60,36
2018-11-05,정릉로,0.063,0.006,0.8,0.005,64,46
2018-03-03,동작대로,0.063,0.006,0.8,0.008,83,37
2018-11-15,강변북로,0.063,0.004,0.8,0.005,60,41
2018-04-25,동작대로,0.063,0.015,0.7,0.005,45,25
2018-04-19,강동구,0.063,0.012,0.7,0.006,117,54
2018-02-19,영등포로,0.063,0.008,0.7,0.007,71,44
2018-02-26,동대문구,0.063,0.007,0.7,0.009,60,43
2018-01-22,영등포로,0.063,0.002,0.7,0.007,60,23
2018-08-01,동작대로,0.063,0.027,0.6,0.005,41,21
2018-04-21,청계천로,0.063,0.025,0.6,0.008,83,51
2018-06-01,강남대로,0.063,0.016,0.6,0.002,42,24
2018-04-19,공항대로,0.063,0.012,0.6,0.007,88,40
2018-06-02,영등포로,0.063,0.02,0.5,0.009,57,36
2018-05-10,영등포로,0.063,0.018,0.5,0.007,50,32
2018-12-24,정릉로,0.063,0.01,0.4,0.005,30,15
2018-12-22,청계천로,0.062,0.009,1.1,0.007,69,56
2018-02-09,도봉구,0.062,0.009,1.1,0.008,69,46
2018-01-17,금천구,0.062,0.007,1.1,0.006,110,89
2018-11-16,신촌로,0.062,0.006,1.1,0.004,53,41
2018-11-06,홍릉로,0.062,0.004,1.1,0.006,103,78
2018-12-18,공항대로,0.062,0.004,1.1,0.007,62,37
2018-12-19,신촌로,0.062,0.004,1.1,0.006,50,31
2018-01-17,도산대로,0.062,0.003,1.1,0.007,119,70
2018-12-16,강남대로,0.062,0.003,1.1,0.004,55,46
2018-12-15,신촌로,0.062,0.003,1.1,0.005,53,41
2018-12-22,금천구,0.062,0.008,1,0.008,87,66
2018-02-09,마포구,0.062,0.006,1,0.006,72,54
2018-02-02,홍릉로,0.062,0.005,1,0.008,58,36
2018-02-09,광진구,0.062,0.004,1,0.006,67,42
2018-12-15,영등포로,0.062,0.003,1,0.005,51,31
2018-05-15,정릉로,0.062,0.024,0.9,0.004,88,61
2018-11-05,동대문구,0.062,0.01,0.9,0.008,54,41
2018-11-03,종로,0.062,0.008,0.9,0.004,50,32
2018-12-03,한강대로,0.062,0.008,0.9,0.005,47,31
2018-01-17,관악구,0.062,0.006,0.9,0.008,108,102
2018-01-15,강남대로,0.062,0.006,0.9,0.006,76,33
2018-01-16,영등포구,0.062,0.005,0.9,0.009,122,89
2018-02-09,강동구,0.062,0.005,0.9,0.006,70,47
2018-02-01,천호대로,0.062,0.005,0.9,0.005,51,21
2018-02-08,금천구,0.062,0.004,0.9,0.006,53,40
2018-05-14,정릉로,0.062,0.02,0.8,0.004,97,73
2018-03-12,정릉로,0.062,0.01,0.8,0.009,104,49
2018-01-15,동작대로,0.062,0.008,0.8,0.006,69,42
2018-10-22,강남대로,0.062,0.008,0.8,0.005,60,41
2018-01-15,공항대로,0.062,0.007,0.8,0.008,84,56
2018-02-26,강동구,0.062,0.007,0.8,0.006,73,47
2018-02-09,서대문구,0.062,0.007,0.8,0.005,73,37
2018-11-12,신촌로,0.062,0.006,0.8,0.004,35,21
2018-12-15,강변북로,0.062,0.004,0.8,0.005,61,42
2018-01-31,천호대로,0.062,0.004,0.8,0.005,51,23
2018-03-03,천호대로,0.062,0.01,0.7,0.006,77,33
2018-10-22,종로,0.062,0.01,0.7,0.004,49,29
2018-11-15,금천구,0.062,0.006,0.7,0.006,49,37
2018-02-09,용산구,0.062,0.004,0.7,0.006,66,47
2018-11-29,정릉로,0.062,0.003,0.7,0.006,83,29
2018-05-27,정릉로,0.062,0.04,0.6,0.005,75,37
2018-04-26,한강대로,0.062,0.023,0.6,0.005,58,38
2018-04-19,중구,0.062,0.016,0.6,0.006,63,34
2018-06-30,한강대로,0.062,0.011,0.6,0.005,63,43
2018-05-04,정릉로,0.062,0.035,0.5,0.004,55,21
2018-08-03,동작대로,0.062,0.032,0.5,0.004,46,32
2018-06-26,강남대로,0.062,0.026,0.5,0.005,63,55
2018-08-20,강변북로,0.062,0.017,0.4,0.003,42,22
2018-01-20,신촌로,0.061,0.006,1.3,0.008,125,60
2018-11-27,강남대로,0.061,0.004,1.2,0.005,146,66
2018-01-16,서초구,0.061,0.003,1.2,0.007,127,90
2018-12-22,공항대로,0.061,0.006,1.1,0.008,102,73
2018-11-16,강남대로,0.061,0.006,1.1,0.004,68,50
2018-12-19,천호대로,0.061,0.005,1.1,0.008,57,30
2018-12-21,동대문구,0.061,0.003,1.1,0.009,72,58
2018-12-11,영등포로,0.061,0.003,1.1,0.005,40,21
2018-01-20,은평구,0.061,0.017,1,0.006,107,65
2018-12-17,한강대로,0.061,0.009,1,0.006,80,58
2018-04-25,신촌로,0.061,0.009,1,0.005,54,29
2018-12-22,용산구,0.061,0.007,1,0.005,81,65
2018-12-22,강동구,0.061,0.007,1,0.008,81,61
2018-02-19,홍릉로,0.061,0.007,1,0.006,64,42
2018-02-02,청계천로,0.061,0.006,1,0.007,50,32
2018-12-01,강남대로,0.061,0.004,1,0.005,56,26
2018-12-16,신촌로,0.061,0.003,1,0.005,47,40
2018-11-29,강남대로,0.061,0.003,1,0.005,91,25
2018-11-06,광진구,0.061,0.002,1,0.006,102,69
2018-11-29,시흥대로,0.061,0.002,1,0.005,72,23
2018-05-15,종로,0.061,0.023,0.9,0.004,64,46
2018-01-20,청계천로,0.061,0.011,0.9,0.009,90,63
2018-02-26,중구,0.061,0.009,0.9,0.007,55,38
2018-01-20,홍릉로,0.061,0.008,0.9,0.009,95,63
2018-02-28,청계천로,0.061,0.007,0.9,0.008,66,52
2018-11-02,강서구,0.061,0.007,0.9,0.005,46,25
2018-01-18,천호대로,0.061,0.006,0.9,0.006,104,46
2018-01-08,동작대로,0.061,0.005,0.9,0.006,65,39
2018-11-02,천호대로,0.061,0.005,0.9,0.003,52,24
2018-12-19,정릉로,0.061,0.004,0.9,0.005,57,37
2018-12-20,정릉로,0.061,0.003,0.9,0.006,67,49
2018-04-30,강남대로,0.061,0.02,0.8,0.006,89,70
2018-05-11,신촌로,0.061,0.019,0.8,0.004,72,37
2018-11-04,강변북로,0.061,0.007,0.8,0.004,53,37
2018-02-02,한강대로,0.061,0.007,0.8,0.006,64,28
2018-02-08,한강대로,0.061,0.006,0.8,0.005,59,28
2018-11-02,관악구,0.061,0.005,0.8,0.004,54,37
2018-11-15,천호대로,0.061,0.005,0.8,0.005,52,28
2018-12-18,정릉로,0.061,0.003,0.8,0.004,46,32
2018-01-22,동작대로,0.061,0.003,0.8,0.006,61,23
2018-04-27,강남대로,0.061,0.017,0.7,0.006,65,45
2018-10-23,동대문구,0.061,0.016,0.7,0.008,46,31
2018-03-13,한강대로,0.061,0.013,0.7,0.005,80,27
2018-05-15,강변북로,0.061,0.012,0.7,0.003,96,70
2018-03-03,청계천로,0.061,0.011,0.7,0.008,52,29
2018-11-15,관악구,0.061,0.005,0.7,0.004,61,48
2018-02-08,동대문구,0.061,0.005,0.7,0.007,49,36
2018-04-30,영등포로,0.061,0.029,0.6,0.007,113,87
2018-04-19,관악구,0.061,0.021,0.6,0.008,79,43
2018-06-02,동대문구,0.061,0.015,0.6,0.01,45,32
2018-04-16,강남대로,0.061,0.013,0.6,0.005,49,24
2018-05-12,영등포로,0.061,0.011,0.6,0.006,36,25
2018-02-16,천호대로,0.061,0.002,0.6,0.005,54,16
2018-08-03,영등포로,0.061,0.033,0.5,0.006,49,31
2018-07-21,강변북로,0.061,0.015,0.5,0.004,49,33
2018-07-24,영등포로,0.061,0.026,0.4,0.006,45,28
2018-07-24,강변북로,0.061,0.022,0.4,0.003,47,28
2018-04-18,천호대로,0.061,0.02,0.4,0.005,73,34
2018-12-20,세곡,0.06,0.007,2.4,0.007,61,29
2018-11-03,세곡,0.06,0.007,1.4,0.005,52,26
2018-01-17,마포구,0.06,0.005,1.2,0.006,122,93
2018-12-18,청계천로,0.06,0.005,1.2,0.006,40,28
2018-11-02,청계천로,0.06,0.005,1.2,0.004,41,27
2018-12-22,종로구,0.06,0.011,1.1,0.007,81,56
2018-02-19,신촌로,0.06,0.006,1.1,0.007,76,46
2018-12-18,강남대로,0.06,0.006,1.1,0.005,45,27
2018-01-16,강동구,0.06,0.005,1.1,0.006,109,83
2018-12-17,신촌로,0.06,0.004,1.1,0.006,68,50
2018-11-03,청계천로,0.06,0.009,1,0.004,52,34
2018-12-18,행주,0.06,0.009,1,0.005,62,29
2018-01-20,동작대로,0.06,0.007,1,0.007,111,57
2018-01-17,강동구,0.06,0.005,1,0.006,119,96
2018-11-15,청계천로,0.06,0.005,1,0.005,44,33
2018-12-19,시흥대로,0.06,0.005,1,0.006,53,32
2018-11-13,강남대로,0.06,0.005,1,0.005,49,27
2018-12-25,행주,0.06,0.004,1,0.005,43,21
2018-12-02,시흥대로,0.06,0.003,1,0.004,48,25
2018-04-29,신촌로,0.06,0.024,0.9,0.005,70,34
2018-03-12,종로구,0.06,0.018,0.9,0.008,80,52
2018-02-26,종로구,0.06,0.011,0.9,0.009,55,36
2018-02-26,광진구,0.06,0.01,0.9,0.005,63,41
2018-01-15,청계천로,0.06,0.008,0.9,0.009,70,52
2018-02-19,청계천로,0.06,0.008,0.9,0.007,54,39
2018-01-17,홍릉로,0.06,0.006,0.9,0.008,113,91
2018-11-14,강남대로,0.06,0.005,0.9,0.004,46,28
2018-12-18,천호대로,0.06,0.005,0.9,0.006,50,26
2018-11-01,강변북로,0.06,0.005,0.9,0.005,43,25
2018-01-17,강남구,0.06,0.004,0.9,0.008,100,89
2018-12-15,금천구,0.06,0.004,0.9,0.005,51,39
2018-12-16,동작구,0.06,0.004,0.9,0.004,56,33
2018-12-15,동작구,0.06,0.004,0.9,0.004,56,31
2018-12-01,천호대로,0.06,0.004,0.9,0.005,56,20
2018-03-12,강서구,0.06,0.024,0.8,0.006,115,79
2018-05-15,홍릉로,0.06,0.024,0.8,0.005,94,74
2018-03-12,양천구,0.06,0.022,0.8,0.006,102,79
2018-03-12,서대문구,0.06,0.022,0.8,0.006,98,62
2018-03-12,관악구,0.06,0.015,0.8,0.006,99,77
2018-03-12,동대문구,0.06,0.015,0.8,0.008,91,63
2018-10-22,종로구,0.06,0.015,0.8,0.005,42,28
2018-04-21,강변북로,0.06,0.011,0.8,0.004,85,52
2018-10-23,공항대로,0.06,0.011,0.8,0.007,62,36
2018-11-06,중랑구,0.06,0.004,0.8,0.007,88,62
2018-11-14,공항대로,0.06,0.004,0.8,0.006,64,32
2018-10-25,공항대로,0.06,0.004,0.8,0.008,65,28
2018-01-22,천호대로,0.06,0.003,0.8,0.007,61,23
2018-03-02,은평구,0.06,0.024,0.7,0.004,78,27
2018-04-19,종로구,0.06,0.018,0.7,0.008,70,32
2018-10-23,양천구,0.06,0.018,0.7,0.003,47,27
2018-05-28,동작대로,0.06,0.015,0.7,0.004,61,31
2018-01-15,동대문구,0.06,0.01,0.7,0.008,77,48
2018-09-19,공항대로,0.06,0.007,0.7,0.008,48,24
2018-10-23,강변북로,0.06,0.006,0.7,0.004,64,42
2018-01-30,공항대로,0.06,0.005,0.7,0.007,58,27
2018-10-25,강변북로,0.06,0.004,0.7,0.004,47,23
2018-01-13,청계천로,0.06,0.003,0.7,0.006,52,37
2018-01-13,동대문구,0.06,0.003,0.7,0.006,59,35
2018-04-27,동작대로,0.06,0.026,0.6,0.006,70,47
2018-05-14,영등포로,0.06,0.019,0.6,0.006,91,64
2018-04-22,정릉로,0.06,0.019,0.6,0.003,41,25
2018-04-19,종로,0.06,0.018,0.6,0.005,65,30
2018-06-01,강변북로,0.06,0.012,0.6,0.003,52,28
2018-01-30,영등포로,0.06,0.006,0.6,0.006,50,21
2018-11-26,청계천로,0.059,0.004,1.4,0.005,57,41
2018-10-22,청계천로,0.059,0.01,1.3,0.005,48,33
2018-01-16,정릉로,0.059,0.004,1.2,0.008,127,80
2018-11-27,신촌로,0.059,0.003,1.2,0.005,111,53
2018-12-22,성북구,0.059,0.009,1.1,0.005,79,44
2018-11-03,영등포로,0.059,0.006,1.1,0.005,56,38
2018-12-20,종로구,0.059,0.005,1.1,0.006,55,37
2018-12-15,남산,0.059,0.005,1.1,0.005,56,33
2018-11-26,공항대로,0.059,0.004,1.1,0.007,97,56
2018-11-26,강남대로,0.059,0.004,1.1,0.005,85,53
2018-02-09,강변북로,0.059,0.004,1.1,0.008,75,47
2018-12-03,천호대로,0.059,0.003,1.1,0.005,44,19
2018-05-14,신촌로,0.059,0.016,1,0.005,82,49
2018-11-03,종로구,0.059,0.011,1,0.004,47,30
2018-12-22,양천구,0.059,0.008,1,0.004,106,72
2018-11-05,청계천로,0.059,0.008,1,0.004,52,37
2018-01-06,강남대로,0.059,0.006,1,0.006,59,25
2018-11-06,노원구,0.059,0.005,1,0.006,86,57
2018-12-20,종로,0.059,0.004,1,0.005,56,35
2018-12-31,신촌로,0.059,0.004,1,0.006,44,30
2018-11-30,강남대로,0.059,0.004,1,0.005,71,26
2018-12-01,영등포로,0.059,0.003,1,0.004,43,22
2018-12-15,공항대로,0.059,0.002,1,0.006,75,49
2018-07-24,신촌로,0.059,0.02,0.9,0.004,48,26
2018-12-22,중구,0.059,0.012,0.9,0.006,79,56
2018-02-08,강서구,0.059,0.008,0.9,0.005,51,35
2018-11-05,공항대로,0.059,0.006,0.9,0.007,77,50
2018-11-03,정릉로,0.059,0.006,0.9,0.005,58,39
2018-12-20,금천구,0.059,0.006,0.9,0.006,52,36
2018-02-08,중랑구,0.059,0.006,0.9,0.007,48,32
2018-11-15,종로구,0.059,0.006,0.9,0.004,45,30
2018-02-08,종로,0.059,0.006,0.9,0.004,48,27
2018-01-21,동작대로,0.059,0.004,0.9,0.005,82,36
2018-12-21,강동구,0.059,0.003,0.9,0.007,70,48
2018-01-07,공항대로,0.059,0.003,0.9,0.006,78,46
2018-12-15,양천구,0.059,0.003,0.9,0.003,57,37
2018-12-01,공항대로,0.059,0.003,0.9,0.007,90,31
2018-12-11,신촌로,0.059,0.003,0.9,0.005,38,26
2018-02-16,정릉로,0.059,0.003,0.9,0.006,58,20
2018-12-16,양천구,0.059,0.002,0.9,0.003,51,35
2018-03-13,동작대로,0.059,0.02,0.8,0.005,79,52
2018-10-15,공항대로,0.059,0.015,0.8,0.009,73,43
2018-02-20,천호대로,0.059,0.011,0.8,0.005,74,29
2018-10-15,강남대로,0.059,0.01,0.8,0.004,76,51
2018-10-23,종로,0.059,0.009,0.8,0.004,50,30
2018-02-26,성북구,0.059,0.008,0.8,0.007,63,37
2018-02-07,강남대로,0.059,0.007,0.8,0.006,52,28
2018-11-06,구로구,0.059,0.006,0.8,0.006,129,89
2018-01-27,천호대로,0.059,0.005,0.8,0.005,59,23
2018-02-28,동작대로,0.059,0.004,0.8,0.006,84,54
2018-02-09,강남구,0.059,0.004,0.8,0.007,64,49
2018-01-16,성동구,0.059,0.003,0.8,0.008,108,84
2018-01-13,강서구,0.059,0.003,0.8,0.004,58,45
2018-01-13,영등포로,0.059,0.002,0.8,0.006,69,41
2018-01-13,동작대로,0.059,0.002,0.8,0.005,57,38
2018-01-22,공항대로,0.059,0.002,0.8,0.006,67,26
2018-04-21,용산구,0.059,0.025,0.7,0.006,67,44
2018-06-02,청계천로,0.059,0.017,0.7,0.009,58,38
2018-10-21,강변북로,0.059,0.008,0.7,0.004,45,27
2018-02-26,강남구,0.059,0.007,0.7,0.008,58,41
2018-01-05,공항대로,0.059,0.005,0.7,0.007,72,33
2018-01-05,영등포로,0.059,0.005,0.7,0.006,67,29
2018-12-11,관악구,0.059,0.004,0.7,0.005,47,30
2018-04-27,한강대로,0.059,0.028,0.6,0.006,77,53
2018-09-19,강변북로,0.059,0.01,0.6,0.004,47,24
2018-03-03,한강대로,0.059,0.009,0.6,0.006,72,34
2018-11-20,정릉로,0.059,0.005,0.6,0.006,50,22
2018-06-01,공항대로,0.059,0.022,0.5,0.006,47,25
2018-04-27,공항대로,0.059,0.021,0.5,0.008,69,48
2018-05-04,영등포로,0.059,0.021,0.5,0.006,53,23
2018-04-18,공항대로,0.059,0.02,0.5,0.006,73,33
2018-04-19,양천구,0.059,0.018,0.5,0.008,59,41
2018-11-06,도산대로,0.058,0.004,1.5,0.004,122,85
2018-01-08,신촌로,0.058,0.004,1.3,0.009,74,41
2018-11-27,청계천로,0.058,0.006,1.2,0.006,102,51
2018-12-20,성북구,0.058,0.005,1.2,0.005,59,32
2018-03-18,도산대로,0.058,0.008,1.1,0.006,80,59
2018-12-20,동대문구,0.058,0.004,1.1,0.009,55,46
2018-01-13,신촌로,0.058,0.003,1.1,0.008,60,40
2018-01-17,중구,0.058,0.008,1,0.006,96,78
2018-01-20,정릉로,0.058,0.008,1,0.008,116,56
2018-02-26,도산대로,0.058,0.007,1,0.008,69,39
2018-03-03,신촌로,0.058,0.007,1,0.007,72,36
2018-11-26,양천구,0.058,0.005,1,0.003,61,41
2018-02-08,양천구,0.058,0.005,1,0.005,45,33
2018-11-06,마포구,0.058,0.004,1,0.004,125,85
2018-03-13,홍릉로,0.058,0.016,0.9,0.005,80,49
2018-12-19,궁동,0.058,0.009,0.9,0.005,46,26
2018-01-15,강동구,0.058,0.008,0.9,0.005,67,47
2018-12-01,남산,0.058,0.008,0.9,0.005,45,21
2018-11-15,성북구,0.058,0.007,0.9,0.003,44,26
2018-02-28,홍릉로,0.058,0.006,0.9,0.005,76,51
2018-02-19,중랑구,0.058,0.005,0.9,0.007,58,37
2018-02-08,강동구,0.058,0.005,0.9,0.005,57,36
2018-12-20,중구,0.058,0.004,0.9,0.005,53,35
2018-12-10,천호대로,0.058,0.004,0.9,0.005,48,17
2018-12-15,천호대로,0.058,0.003,0.9,0.005,51,30
2018-12-25,시흥대로,0.058,0.003,0.9,0.005,31,20
2018-04-21,종로구,0.058,0.029,0.8,0.008,66,36
2018-04-26,홍릉로,0.058,0.027,0.8,0.005,56,39
2018-03-09,동작대로,0.058,0.012,0.8,0.005,79,54
2018-03-03,강남대로,0.058,0.01,0.8,0.007,74,32
2018-11-10,강변북로,0.058,0.009,0.8,0.006,90,61
2018-04-19,강변북로,0.058,0.007,0.8,0.006,96,47
2018-10-23,강남대로,0.058,0.007,0.8,0.004,63,42
2018-12-01,관악구,0.058,0.007,0.8,0.005,52,30
2018-11-15,정릉로,0.058,0.005,0.8,0.005,60,47
2018-01-08,청계천로,0.058,0.005,0.8,0.008,54,39
2018-01-05,동작대로,0.058,0.004,0.8,0.006,57,32
2018-12-25,영등포로,0.058,0.003,0.8,0.005,30,17
2018-12-16,정릉로,0.058,0.002,0.8,0.005,59,49
2018-04-21,중구,0.058,0.029,0.7,0.005,63,37
2018-04-10,강남대로,0.058,0.024,0.7,0.005,69,25
2018-04-10,정릉로,0.058,0.019,0.7,0.003,56,24
2018-10-20,동대문구,0.058,0.014,0.7,0.008,35,22
2018-03-03,종로,0.058,0.012,0.7,0.006,53,20
2018-01-22,은평구,0.058,0.011,0.7,0.004,42,20
2018-11-03,금천구,0.058,0.01,0.7,0.005,50,37
2018-06-30,영등포로,0.058,0.01,0.7,0.006,,
2018-01-17,동대문구,0.058,0.008,0.7,0.008,126,78
2018-01-19,공항대로,0.058,0.008,0.7,0.007,73,32
2018-02-01,공항대로,0.058,0.007,0.7,0.006,54,28
2018-02-09,영등포구,0.058,0.006,0.7,0.007,76,49
2018-12-02,한강대로,0.058,0.006,0.7,0.005,51,28
2018-01-04,강남대로,0.058,0.006,0.7,0.005,55,19
2018-11-15,종로,0.058,0.005,0.7,0.004,45,32
2018-11-15,동작구,0.058,0.005,0.7,0.004,51,29
2018-01-30,천호대로,0.058,0.005,0.7,0.005,52,20
2018-01-22,한강대로,0.058,0.004,0.7,0.005,56,22
2018-01-13,한강대로,0.058,0.003,0.7,0.005,60,33
2018-04-30,동작대로,0.058,0.031,0.6,0.006,96,69
2018-05-11,동작대로,0.058,0.029,0.6,0.003,79,50
2018-04-21,양천구,0.058,0.027,0.6,0.006,62,39
2018-04-26,동작대로,0.058,0.024,0.6,0.005,50,30
2018-09-06,영등포로,0.058,0.022,0.6,0.006,38,19
2018-04-17,동대문구,0.058,0.021,0.6,0.006,53,29
2018-06-04,동작대로,0.058,0.021,0.6,0.006,45,27
2018-04-13,동작대로,0.058,0.017,0.6,0.005,43,11
2018-04-19,광진구,0.058,0.016,0.6,0.005,94,37
2018-04-12,강남대로,0.058,0.015,0.6,0.005,55,16
2018-04-09,동대문구,0.058,0.011,0.6,0.005,36,27
2018-11-08,한강대로,0.058,0.011,0.6,0.004,16,11
2018-02-26,서대문구,0.058,0.01,0.6,0.005,69,35
2018-03-03,공항대로,0.058,0.007,0.6,0.007,80,31
2018-11-24,한강대로,0.058,0.007,0.6,0.004,29,20
2018-09-19,강남대로,0.058,,0.6,0.004,43,22
2018-05-27,영등포로,0.058,0.027,0.5,0.007,77,31
2018-05-09,정릉로,0.058,0.027,0.5,0.003,28,12
2018-04-19,강서구,0.058,0.021,0.5,0.008,63,37
2018-06-02,공항대로,0.058,0.017,0.5,0.009,65,42
2018-08-31,강변북로,0.058,0.012,0.5,0.003,31,16
2018-12-22,광진구,0.057,0.005,1.4,0.006,84,55
2018-12-21,도산대로,0.057,0.004,1.4,0.005,90,52
2018-11-06,영등포로,0.057,0.003,1.3,0.006,105,77
2018-02-23,신촌로,0.057,0.009,1.2,0.007,102,70
2018-11-26,신촌로,0.057,0.005,1.2,0.004,63,47
2018-01-16,화랑로,0.057,0.004,1.2,0.006,98,50
2018-01-17,종로구,0.057,0.009,1.1,0.008,99,78
2018-12-22,동대문구,0.057,0.009,1.1,0.01,83,72
2018-01-17,종로,0.057,0.009,1.1,0.005,96,69
2018-01-17,서대문구,0.057,0.008,1.1,0.004,134,77
2018-01-18,신촌로,0.057,0.006,1.1,0.008,109,60
2018-07-21,신촌로,0.057,0.015,1,0.005,48,26
2018-12-21,은평구,0.057,0.007,1,0.007,70,43
2018-11-02,종로구,0.057,0.007,1,0.004,39,24
2018-01-17,송파구,0.057,0.006,1,0.006,123,89
2018-12-17,천호대로,0.057,0.006,1,0.006,67,42
2018-02-08,성북구,0.057,0.006,1,0.006,52,33
2018-11-27,공항대로,0.057,0.005,1,0.007,143,61
2018-12-18,노원구,0.057,0.005,1,0.007,49,29
2018-01-07,동작구,0.057,0.004,1,0.005,59,44
2018-11-26,종로,0.057,0.004,1,0.005,68,44
2018-12-15,청계천로,0.057,0.003,1,0.005,50,40
2018-01-13,종로,0.057,0.003,1,0.004,44,37
2018-03-13,청계천로,0.057,0.017,0.9,0.008,60,44
2018-02-26,마포구,0.057,0.013,0.9,0.006,64,45
2018-03-18,천호대로,0.057,0.009,0.9,0.004,67,53
2018-04-09,신촌로,0.057,0.008,0.9,0.005,51,30
2018-03-12,강변북로,0.057,0.007,0.9,0.006,108,57
2018-11-16,강변북로,0.057,0.007,0.9,0.005,68,50
2018-02-19,정릉로,0.057,0.007,0.9,0.007,75,37
2018-11-02,정릉로,0.057,0.007,0.9,0.005,50,33
2018-02-08,종로구,0.057,0.006,0.9,0.007,45,32
2018-11-13,공항대로,0.057,0.005,0.9,0.006,67,34
2018-11-30,신촌로,0.057,0.003,0.9,0.005,58,22
2018-02-08,도산대로,0.057,0.002,0.9,0.007,56,33
2018-03-13,종로,0.057,0.02,0.8,0.004,55,34
2018-03-13,천호대로,0.057,0.014,0.8,0.005,102,47
2018-06-30,동작대로,0.057,0.014,0.8,0.005,,47
2018-06-04,신촌로,0.057,0.012,0.8,0.007,57,30
2018-10-23,종로구,0.057,0.012,0.8,0.004,50,30
2018-02-23,영등포로,0.057,0.011,0.8,0.007,118,75
2018-11-05,관악구,0.057,0.008,0.8,0.004,74,52
2018-01-19,천호대로,0.057,0.008,0.8,0.006,77,26
2018-01-08,한강대로,0.057,0.006,0.8,0.006,67,28
2018-11-02,종로,0.057,0.006,0.8,0.004,40,24
2018-01-07,동대문구,0.057,0.005,0.8,0.007,57,38
2018-01-06,동작대로,0.057,0.005,0.8,0.006,53,29
2018-11-30,시흥대로,0.057,0.005,0.8,0.005,60,23
2018-10-26,영등포로,0.057,0.005,0.8,0.004,36,22
2018-12-01,양천구,0.057,0.005,0.8,0.003,38,18
2018-01-07,청계천로,0.057,0.004,0.8,0.007,51,37
2018-02-08,강남구,0.057,0.004,0.8,0.006,50,35
2018-02-01,동작대로,0.057,0.004,0.8,0.006,46,19
2018-12-11,동작구,0.057,0.003,0.8,0.004,40,20
2018-11-29,공항대로,0.057,0.002,0.8,0.007,119,28
2018-04-21,종로,0.057,0.028,0.7,0.005,56,30
2018-04-17,홍릉로,0.057,0.022,0.7,0.004,69,38
2018-04-16,정릉로,0.057,0.018,0.7,0.003,42,23
2018-10-15,강변북로,0.057,0.014,0.7,0.004,73,47
2018-04-18,강변북로,0.057,0.013,0.7,0.004,81,43
2018-02-22,강남대로,0.057,0.013,0.7,0.006,52,30
2018-05-12,동작대로,0.057,0.013,0.7,0.004,42,23
2018-03-18,동작구,0.057,0.01,0.7,0.005,69,52
2018-11-03,구로구,0.057,0.01,0.7,0.005,69,43
2018-01-15,한강대로,0.057,0.009,0.7,0.007,85,41
2018-11-03,강남구,0.057,0.009,0.7,0.006,48,29
2018-03-09,영등포로,0.057,0.008,0.7,0.007,77,46
2018-11-03,서초구,0.057,0.008,0.7,0.004,58,36
2018-11-20,강변북로,0.057,0.008,0.7,0.006,54,23
2018-02-28,천호대로,0.057,0.006,0.7,0.005,102,44
2018-12-01,동작구,0.057,0.006,0.7,0.004,45,19
2018-02-28,공항대로,0.057,0.005,0.7,0.007,90,63
2018-11-15,송파구,0.057,0.005,0.7,0.004,74,39
2018-10-20,강변북로,0.057,0.005,0.7,0.004,43,22
2018-11-30,정릉로,0.057,0.004,0.7,0.005,73,29
2018-01-07,한강대로,0.057,0.004,0.7,0.005,63,28
2018-01-22,청계천로,0.057,0.004,0.7,0.006,42,23
2018-12-21,구로구,0.057,0.002,0.7,0.008,86,49
2018-04-27,청계천로,0.057,0.032,0.6,0.008,70,47
2018-04-21,강서구,0.057,0.03,0.6,0.006,70,38
2018-06-01,한강대로,0.057,0.025,0.6,0.004,52,28
2018-05-14,공항대로,0.057,0.022,0.6,0.006,89,68
2018-06-02,종로,0.057,0.022,0.6,0.006,40,25
2018-04-17,공항대로,0.057,0.02,0.6,0.006,72,35
2018-04-19,서초구,0.057,0.018,0.6,0.006,103,41
2018-10-22,강서구,0.057,0.018,0.6,0.005,50,29
2018-02-13,정릉로,0.057,0.01,0.6,0.007,63,16
2018-02-01,영등포로,0.057,0.007,0.6,0.006,48,20
2018-01-31,영등포로,0.057,0.005,0.6,0.006,51,19
2018-12-31,강변북로,0.057,0.004,0.6,0.005,50,29
2018-04-18,관악구,0.057,0.029,0.5,0.005,76,41
2018-06-02,한강대로,0.057,0.021,0.5,0.007,70,44
2018-06-02,강남대로,0.057,0.015,0.5,0.003,48,31
2018-04-25,공항대로,0.057,0.015,0.5,0.006,45,25
2018-10-28,한강대로,0.057,0.014,0.5,0.004,23,13
2018-10-18,한강대로,0.057,0.007,0.5,0.005,23,13
2018-08-01,공항대로,0.057,0.03,0.4,0.008,41,26
